anime_id,name,genre,type,episodes,rating,members
12157,busou chuugakusei basket army,"action, military",ONA,5,6.04,4046
5918,deimos no hanayome ran no kumikyoku,"demons, drama, fantasy, horror, magic, mystery, psychological, shoujo, supernatural",OVA,1,6.04,2030
2065,gall force new era,"action, mecha, military, scifi, space",OVA,2,6.04,950
18557,high school agent,"action, drama, military",OVA,2,6.04,219
11043,install pilot,"action, scifi, shounen",Special,1,6.04,456
307,kerokko demetan,"comedy, fantasy, kids",TV,39,6.04,533
1908,lesson xx,"romance, shounen ai",OVA,1,6.04,4574
9878,liccachan to yamaneko hoshi no tabi,"adventure, fantasy, kids, magic",OVA,1,6.04,189
31631,monster hunter stories ride on,fantasy,TV,48,6.03,6848
3480,nayuta,"action, scifi, shoujo",OVA,1,6.04,549
13673,otome nadeshiko koi techou,"historical, shoujo",OVA,1,6.04,3074
32961,regalia the three sacred stars,"action, mecha, scifi",TV,13,6.03,16766
15769,shining hearts shiawase no pan  kokoro ga todoita picture drama,fantasy,Special,6,6.04,1292
33775,soul buster,"action, samurai",TV,12,6.01,11086
23679,strange special,"comedy, shoujo, slice of life",Special,1,6.04,1235
17965,tetsuwan atom ao kishi no kan,"action, mecha, scifi",Movie,1,6.04,282
9528,transformers superlink special,"adventure, kids, mecha, scifi, shounen",Special,1,6.04,418
6800,transformers scramble city,"action, mecha, scifi, shounen",OVA,1,6.04,792
2882,anime oyako gekijou,"adventure, fantasy, historical, kids, scifi",TV,26,6.03,1074
15749,chiisana ojisan,slice of life,TV,30,6.03,478
33236,committed red,music,Music,1,6.03,140
31018,dd hokuto no ken 2 ichigo aji,"comedy, parody, school, seinen",TV,12,6.03,1695
11795,forsaken,"music, vampire",Music,1,6.03,583
24855,girlfriend kari,"school, slice of life",TV,12,6.03,24338
22835,himegoto,"comedy, school",TV,13,6.03,42129
10217,kaitou tenshi twin angel kyun kyuntokimeki paradise,magic,TV,12,6.03,4669
5472,kokoro toshokan communication clips,"comedy, drama, slice of life",Special,1,6.03,455
2527,kotetsu no daibouken,"action, comedy, ecchi, fantasy, magic, romance, scifi, shounen",OVA,2,6.03,1420
31793,mahou shoujo nante mou ii desukara,"comedy, magic",TV,12,6.03,13654
4688,minna agechau,"comedy, ecchi, romance",OVA,1,6.03,690
4130,petit eva evangelionschool,"comedy, parody, school",ONA,24,6.03,15734
32772,puzzle amp dragons cross,"game, kids",TV,Unknown,6.03,4369
1245,shihaisha no tasogare,"action, demons, drama, horror, scifi, shoujo, supernatural",OVA,1,6.03,4377
32521,super mario world mario to yoshi no bouken land,"comedy, game, kids",OVA,1,6.02,163
31790,active raid kidou kyoushuushitsu dai hachi gakari,"comedy, mecha, police, scifi",TV,12,6.02,37993
56,avenger,"adventure, fantasy, scifi, shounen",TV,13,6.02,12286
1665,babel nisei 1992,"action, mecha, scifi",OVA,4,6.02,1074
4522,bounty hunter the hard,"action, police",OVA,1,6.02,430
18599,chocotan,"comedy, shoujo",Special,1,6.02,2923
3763,chouon senshi borgman lovers rain,"action, demons, scifi, shounen",Movie,1,6.02,404
17397,cyclops shoujo saipuu,"comedy, ecchi, school, slice of life",ONA,12,6.02,15329
2382,firestorm,"action, mecha, military, scifi",TV,26,6.02,615
1623,gon riders,"action, comedy, school, scifi",TV,13,6.02,2606
4210,gokiburitachi no tasogare,"drama, military",Movie,1,6.02,794
16317,ishida to asakura,"comedy, school, seinen",TV,12,6.02,9800
3267,kingdom of chaos born to kill,fantasy,OVA,4,6.02,496
28959,kizuna special,"drama, romance, slice of life",Special,1,6.02,394
5415,la rose de versailles,"drama, historical, military, romance, shoujo ai, slice of life",Special,1,6.02,1812
32695,match shoujo,hentai,ONA,1,6.02,242
9087,"mobile suit sd gundam musha, knight, commando","action, comedy, fantasy, mecha, parody",Movie,2,6.02,860
29323,"oyaji no, imo no kamisama",slice of life,Special,1,6.02,202
1643,sailor victory,"action, comedy, mecha, scifi",OVA,2,6.02,801
1625,soul link special,"adventure, comedy, ecchi, military, romance, scifi, space",Special,1,6.02,1973
16506,three monks,music,Movie,1,6.02,196
3685,4day weekend,music,Music,1,6.01,1712
32750,ashita e mukau hito,music,Music,1,6.02,105
6189,baton,"adventure, scifi",Movie,3,6.01,1482
17127,chokkyuu hyoudai robot anime straight title,"comedy, mecha",TV,12,6.01,1399
32139,duan,"music, psychological",Music,1,6.01,419
9732,full moon party,music,Music,1,6.01,1020
824,guardian hearts,"comedy, ecchi, magic, romance, school",OVA,6,6.01,5409
22983,hipirakun ona,"comedy, fantasy, kids, supernatural, vampire",ONA,2,6.01,318
30133,"ima, futari no michi",drama,Special,1,6.01,352
9045,jack to mame no ki 1989,"adventure, dementia, kids",OVA,1,6.01,630
17141,kara the animation,action,TV,5,6.01,572
16636,kotourasan haruka no heya,"comedy, school",ONA,6,6.01,9641
7915,otaku no seiza,"comedy, parody",OVA,2,6.01,378
1644,princess rouge,"fantasy, romance",OVA,2,6.01,1025
14347,ryo,"action, drama, historical, samurai",Movie,1,6.01,8687
8706,sos tv walpurgis night fever,"comedy, scifi",ONA,11,6.01,422
5090,techno police 21c,"action, mecha, police, scifi",Movie,1,6.01,402
10701,ulysses 31 pilot,"action, adventure, scifi, space",Special,1,6.01,218
15133,aoi sekai no chuushin de,"action, adventure, ecchi, fantasy, parody, shounen",Special,3,6.0,25693
31318,comet lucifer,"action, adventure, fantasy, mecha",TV,12,6.0,66659
7139,gdleen,"fantasy, scifi",OVA,1,6.0,408
8333,kodomo no keijijougaku,fantasy,ONA,1,6.0,543
24275,medamayaki no kimi itsu tsubusu,"comedy, seinen",Special,4,6.0,712
31738,nanairo kakumei,"comedy, school, shoujo",Special,3,6.0,477
21641,planetvalkyrie,"action, music",ONA,1,6.0,883
8241,rio rainbow gate,"comedy, ecchi, game",TV,13,6.0,22396
11763,sekai de ichiban tsuyoku naritai,"action, ecchi, sports",TV,12,6.0,26513
12133,sekai kei sekai ron,"psychological, scifi",OVA,1,6.0,644
3498,shin onimusha dawn of dreams the story,"action, demons, historical, martial arts, samurai",OVA,1,6.0,695
2616,sora iro no tane,kids,Special,1,6.0,2016
9393,tp sakura time paladin sakura,"action, magic",OVA,2,6.0,2784
10545,the epic of zektbach,"action, fantasy, supernatural",OVA,1,6.0,2792
20913,6princess,"magic, music",Music,1,5.99,1807
982,cosplay complex,"comedy, ecchi, parody, school",OVA,3,5.99,8706
9409,d1 devastator,"mecha, scifi",OVA,2,5.99,320
30289,dededen,slice of life,Special,5,5.99,158
17733,dibetagurashi ahiru no seikatsu,"comedy, slice of life",TV,39,5.99,586
1928,early reins,"action, adventure, seinen",OVA,1,5.99,1902
4012,first squad,"action, music",Music,1,5.99,4946
24975,ghibli ga ippai special short short,slice of life,Special,10,5.99,733
5501,gun x swordsan,"action, dementia, parody",Special,13,5.99,2168
1220,hoshizora kiseki,"romance, scifi",ONA,1,5.99,7674
2072,idol project,"adventure, comedy, music",OVA,4,5.99,958
510,kakyuusei 2 hitomi no naka no shoujotachi,"comedy, drama, harem, romance, school",TV,13,5.99,3334
28419,katsura hime,"action, comedy",Movie,1,5.99,116
18643,kita e pure session,music,Music,1,5.99,212
8936,melody,drama,ONA,1,5.99,1018
28665,nenga no kizuna,slice of life,ONA,1,5.99,178
19727,nexus,music,Music,1,5.99,1884
1939,sd gundam gaiden,"adventure, comedy, fantasy, mecha",OVA,4,5.99,1467
33508,si ling bianma zhi shijie caozong zhe,"fantasy, game, horror, mystery, parody, psychological",ONA,12,5.99,563
3820,space station no9,"music, scifi",Music,1,5.99,1629
30813,youkoso jitsuryoku shijou shugi no kyoushitsu e,"comedy, romance, school",Special,1,5.99,718
15795,beast saga,"action, kids, scifi, shounen",TV,38,5.98,861
18419,boku no imouto wa quotosaka okanquot uchi no oniichan wa tokyo rule,comedy,Special,1,5.98,2297
7518,boku wa kuma,"kids, music, slice of life",Music,1,5.98,985
29943,crazy for it,"dementia, music",Movie,1,5.98,539
26079,donyatsu specials,"comedy, scifi, seinen",Special,2,5.98,231
19519,dream creator feat gumi,music,Music,1,5.98,571
33911,gakuen handsome legend of sexy,"comedy, music",Music,2,6.0,363
7466,hashire,comedy,ONA,1,5.98,556
9205,kaichuu,"comedy, seinen, sports",ONA,4,5.98,6941
11715,kamisama dolls specials,comedy,Special,6,5.98,4985
12237,koiken watashitachi anime ni nacchatta,"ecchi, music",ONA,12,5.98,3384
3235,magma taishi,"action, scifi, shounen, space, super power",OVA,13,5.98,421
10519,mahou shoujo sonicomagica,"music, parody",ONA,1,5.98,13266
1440,ninja mono,"adventure, comedy, shounen, supernatural",OVA,2,5.98,1651
8963,stitch piko kara no chousenjou,"adventure, comedy, kids",Special,1,5.98,458
1790,tactical roar special,"action, comedy, ecchi, military, romance, scifi",Special,1,5.98,1252
4660,yoshino no hime,"comedy, fantasy, historical, slice of life",ONA,1,5.98,339
21081,yu bang xiang zheng,historical,Movie,1,5.98,216
1223,ame to shoujo to watashi no tegami,shoujo,ONA,1,5.97,6686
30053,bab mook ja,slice of life,Movie,1,5.97,306
30746,fushigi na somerachan,"comedy, magic, slice of life",TV,12,5.97,7988
22295,juuza engi engetsu sangokuden  gaiden youzhou genya,"fantasy, historical, romance, shoujo",OVA,1,5.97,2147
9627,kakko kawaii sengen,comedy,TV,5,5.97,590
33244,kiitarou shounen no youkai enikki,"comedy, supernatural",TV,12,5.97,11986
29770,kikyuu,music,Music,1,5.97,247
2910,koi koi 7 specials,"comedy, ecchi",Special,7,5.97,1623
34367,long riders recap,"comedy, shounen, slice of life, sports",Special,1,5.97,582
6355,marie amp gali episode zero,comedy,Special,1,5.97,802
6792,mobile suit sd gundam mk v,"comedy, mecha, parody, scifi",OVA,3,5.97,1294
1154,mother saigo no shoujo eve,"adventure, drama, scifi",Movie,1,5.97,697
676,refrain blue,"drama, romance",OVA,3,5.97,1181
6412,yuki terai,music,OVA,6,5.97,280
16405,boku no imouto wa quotosaka okanquot,comedy,TV,12,5.96,12917
23551,choboraunyopomi gekijou dai ni maku ai mai mii mousou catastrophe,"comedy, slice of life",TV,12,5.95,6220
6721,dark side cat,action,ONA,6,5.96,1821
17693,erementar gerad aozora no senki,music,Music,1,5.96,759
19187,fake doll,music,Music,1,5.96,893
33905,hatsune miku hiyashite narasou okashi no ii oto,music,ONA,1,5.97,578
668,koi koi 7,"comedy, harem, romance",TV,13,5.96,10399
32256,mahou no tenshi creamy mami zutto kitto motto,"fantasy, magic, music, romance, school, scifi, shoujo",Music,1,5.96,129
13233,mugen no ryvius illusion,comedy,Special,6,5.96,517
2091,oshare kozou wa hanamaru,"romance, shoujo",OVA,1,5.96,327
9167,shukufuku no campanella specials,ecchi,Special,6,5.96,2817
20557,11eyes picture drama,comedy,Special,13,5.95,2505
23781,blade amp soul specials,comedy,Special,7,5.95,5167
33985,bloodivores,"action, supernatural, vampire",TV,12,5.95,36827
7122,dai yamato zerogou,"scifi, space",OVA,5,5.95,566
5889,dragonblade,"action, fantasy",Movie,1,5.95,427
28537,garo guren no tsuki,"action, demons, fantasy, magic, supernatural",TV,23,5.96,17515
1115,handsome girl,"romance, shoujo",OVA,1,5.95,1734
2600,juusenki lgaim ii farewell my lovely  pentagona doors,"action, adventure, drama, mecha, scifi, shounen, space",OVA,1,5.95,375
1620,maps,"adventure, comedy, scifi",OVA,4,5.95,1007
5907,mujigen hunter fandora,"adventure, fantasy, scifi",OVA,3,5.95,688
5260,pankunchi,"adventure, kids",ONA,10,5.95,210
1767,psycho diver mashou bosatsu,"horror, psychological, scifi",OVA,1,5.95,2137
30499,rollinggirls chibirollinggirls korokoro gekijou,slice of life,Special,12,5.95,2111
8722,ten no kawa,"fantasy, music",Music,1,5.95,471
9608,yuri seijin naokosan,comedy,OVA,1,5.95,9485
4923,akai hayate,"action, martial arts, super power",OVA,4,5.94,778
23213,kantoku fuyuki todoki,"comedy, josei, slice of life",TV,13,5.94,4037
5875,kobutori 1929,"comedy, demons",Movie,1,5.94,1280
2346,koroshiya 1 the animation episode 0,"action, dementia, drama, horror, martial arts, psychological, seinen",OVA,1,5.94,5704
5842,kotatsu neko ona,comedy,ONA,2,5.94,678
3990,kumo to tulip,adventure,Movie,1,5.94,843
16023,kuro to kin no akanai kagi,"romance, shoujo",OVA,2,5.94,5019
12101,mahou shoujo lyrical nanoha lyrical toy box,"magic, music",Music,1,5.94,1773
23229,meshimase lodosstou senki sorette oishii no,comedy,TV,13,5.94,1187
29834,moshidora recap,"drama, sports",Special,1,5.94,251
16381,santa company,fantasy,Movie,1,5.94,2659
1866,seirei tsukai,"action, adventure, fantasy, magic, romance, shounen, supernatural",Movie,1,5.94,1693
27613,selector infected wixoss midorikosan to pirurukutan,comedy,Special,3,5.94,5505
32571,shounen ashibe go go gomachan,"comedy, slice of life",TV,Unknown,5.94,1625
22137,toukiden the age of demons  introduction,"action, demons",Special,1,5.94,499
5620,uchuu enban daisensou,"action, mecha, romance",Movie,1,5.94,557
33105,"wake up, girl zoo miyagi pr de go",comedy,Special,1,5.94,283
16648,youchien senshi hanamaru girls,"action, comedy, kids",Special,3,5.94,1147
29707,yume no ukiyo ni saitemina,music,Music,1,5.94,397
27757,anisava,"comedy, romance, slice of life",TV,13,5.93,176
5167,cream lemon new generation,"drama, romance",OVA,4,5.93,917
3152,down load namu amida butsu wa ai no uta,"action, adventure, psychological, scifi",OVA,1,5.93,740
2782,fire emblem,"action, adventure, fantasy, magic, shounen",OVA,2,5.93,5372
32954,flying witch petit,"comedy, slice of life, supernatural",ONA,9,5.93,6769
832,ginsoukikou ordian,"mecha, scifi",TV,24,5.93,1304
3390,hoshi no umi no amuri,"adventure, fantasy, scifi",OVA,3,5.93,2443
20463,little nemo pilot 1987,adventure,Special,1,5.93,267
23837,meisou underworld,"action, supernatural, thriller",ONA,1,5.93,1456
3573,moegaku5,"magic, parody",TV,40,5.93,572
17891,namida no tsubomi,"music, slice of life",Music,1,5.93,144
31777,neko nanka yondemo konai,"seinen, slice of life",TV,12,5.93,623
32879,norn9 nornnonet recap,"adventure, fantasy, josei, romance",Special,1,5.93,2109
4823,youkai ningen bem 2006,horror,TV,26,5.93,1070
9279,bara no hana to joe,"drama, kids",Movie,1,5.92,306
32947,battery,"drama, slice of life, sports",TV,11,5.92,30270
3025,dragon slayer eiyuu densetsu ouji no tabidachi,"action, fantasy, magic",OVA,2,5.92,641
3968,dragoon,"adventure, fantasy",OVA,3,5.92,896
1685,duel masters,"action, adventure, comedy, shounen",TV,26,5.92,13012
13255,haru wa kuru,adventure,ONA,1,5.92,547
7561,kaitou reinya,comedy,TV,12,5.92,2087
2080,majokko club yoningumi a kuukan kara no alien x,"action, comedy, magic, parody, scifi",OVA,1,5.92,441
2261,malicedoll,"horror, psychological, scifi",OVA,3,5.92,1739
16255,meisouou border,adventure,OVA,1,5.92,187
9708,mobile suit gundam zz gundam frag,"action, mecha, military, scifi",OVA,2,5.92,2058
24995,moon festa,music,Music,1,5.92,103
31143,onsen yousei hakonechan,"comedy, seinen, slice of life",TV,13,5.92,18498
32735,persona 3 the movie meets walkman,drama,ONA,1,5.91,937
786,pugyuru,"comedy, fantasy, school",TV,13,5.92,2513
23895,reach x thermae romae pietrada no kekkon,"comedy, historical, seinen",Special,1,5.92,308
8664,"slime boukenki umi da, yeah","action, adventure, comedy, fantasy, game",Special,1,5.92,403
3863,sweet valerian specials,"comedy, magic, shoujo",Special,8,5.92,601
3192,tobira wo akete,"action, adventure, fantasy, scifi",Movie,1,5.92,894
30358,turnover,"school, slice of life",ONA,1,5.92,1150
8631,yanyan machiko,"comedy, slice of life",ONA,Unknown,5.92,368
16319,asako get you,"comedy, romance, school, seinen, slice of life",OVA,2,5.91,2619
1664,babel nisei 2001,"action, adventure, mystery, scifi, shounen, supernatural",TV,13,5.91,1502
6787,goulart knights evoked the beginning black,"action, drama, fantasy, shoujo, supernatural",OVA,1,5.91,8002
11717,hoshi no kirby pilot,"adventure, comedy, fantasy, parody",Special,1,5.91,915
4452,hoshikuzu paradise,"comedy, romance",OVA,1,5.91,295
13299,houkago no tinker bell,"comedy, drama, mystery, romance, school, slice of life",OVA,1,5.91,320
2574,kashi no ki mokku,"adventure, fantasy",TV,52,5.91,787
8972,mahou no princess minky momo vs mahou no tenshi creamy mami,"magic, shoujo",Movie,1,5.91,594
4318,ryuu seiki,"action, demons, fantasy, scifi",OVA,2,5.91,897
1989,shizuku,comedy,Movie,1,5.91,1484
2727,sweet valerian,"action, comedy, magic, school, shoujo",TV,18,5.91,1680
16798,ttori wa zeta robot,"action, adventure, kids, mecha",Movie,1,5.91,334
1176,unkai no meikyuu zeguy,"action, adventure, fantasy",OVA,2,5.91,808
1973,x densha de ikou,"dementia, mystery, supernatural",OVA,1,5.91,1129
29772,calm,"dementia, music",Movie,1,5.89,506
11735,coluboccoro,"fantasy, scifi",OVA,1,5.89,1081
983,cosplay complex extra identification,comedy,OVA,1,5.9,2145
3499,dinozone,"adventure, scifi, shounen",OVA,5,5.9,636
1927,gakuen tokusou hikaruon,"action, martial arts, school, super power",OVA,1,5.9,1068
32755,gregorio,music,Music,1,5.9,89
28439,hatsune miku x tetsuya nomura,music,Special,1,5.9,1232
30080,inishie no megami to houseki no ite,action,ONA,1,5.9,143
27503,karen senki,"action, scifi",ONA,11,5.9,8697
2525,kekkou kamen,"comedy, ecchi",OVA,4,5.9,2344
8619,ladies versus butlers tokuten disc music clip,"ecchi, music",Special,1,5.9,5676
16183,lupin shanshei,"comedy, parody",OVA,10,5.9,582
26085,military,"comedy, ecchi, military, seinen, slice of life",TV,12,5.91,19761
2731,shishunki bishoujo gattai robo zmind,"action, mecha, parody",OVA,6,5.9,333
7985,taiyou no hou el cantare e no michi,"fantasy, historical",Movie,1,5.9,332
31972,tang lang bu chan,historical,Movie,1,5.9,112
5270,all that gundam,"action, mecha, scifi",Special,1,5.89,2760
33746,anitore xx,"comedy, sports",TV,12,5.89,6227
30382,aquarion logos,"action, comedy, drama, fantasy, mecha, romance, scifi",TV,26,5.89,11756
7786,arabian nights sindbad no bouken,"action, adventure, fantasy",Movie,1,5.89,550
20705,baka misrables,"music, parody",ONA,3,5.89,169
24637,gon riders special,"comedy, ecchi, scifi",Special,1,5.89,302
2365,grandeek,"adventure, fantasy, magic",OVA,1,5.89,896
4540,gundam mission to the rise,"action, mecha, scifi",Special,1,5.89,2710
2308,limeiro ryuukitan x,"drama, ecchi, harem, historical, mecha, supernatural",TV,13,5.89,2009
7807,mahou shoujo lalabel umi ga yobu natsuyasumi,"comedy, magic, shoujo, slice of life",Movie,1,5.89,360
16377,peeping life the perfect extension,"comedy, slice of life",OVA,10,5.89,245
574,rean no tsubasa,"fantasy, mecha, scifi",ONA,6,5.89,2228
33366,toukiden 2,"action, demons",ONA,3,5.89,199
12399,touyama sakura uchuu chou yatsu no na wa gold,"action, scifi",OVA,1,5.89,199
32454,usakame,"comedy, shounen, sports",TV,12,5.89,5941
10904,waza no tabibito,"adventure, fantasy",Movie,1,5.89,474
9365,wellber no monogatari kanashimi no senshi galahad no banka,"action, adventure, comedy, fantasy",OVA,1,5.89,472
32853,7kakan,music,Music,1,5.88,143
31710,divine gate,"action, fantasy, scifi",TV,12,5.88,83271
8526,honey tokyo,scifi,ONA,1,5.88,1410
19185,horizon feat hatsune miku,music,Music,1,5.88,1297
1775,jikuu tenshou nazca,"action, adventure, drama, fantasy, magic",TV,12,5.88,3080
2599,juusenki lgaim i pentagona window  lady gyabure,"action, adventure, drama, mecha, scifi, shounen, space",OVA,1,5.88,409
15391,kagaku na yatsura,"comedy, ecchi, romance, school, scifi, seinen",OVA,1,5.88,10812
13373,kyoto animation hanahen,slice of life,Special,1,5.88,2483
31830,lilac bombs jun togawa,music,Music,1,5.88,175
29757,mori no e,"kids, music",Music,1,5.87,202
19237,nimrod,"fantasy, music",Music,1,5.88,296
5492,platonic chain web,"scifi, slice of life",Special,1,5.88,322
1712,shin seiki den mars,"mecha, scifi, shounen",TV,13,5.88,556
1743,super milkchan,"action, comedy, parody, scifi",TV,14,5.88,2476
9667,super speed,music,Music,1,5.88,691
5662,suteneko torachan,music,Movie,1,5.88,615
9521,tie shan gongzhu,"action, adventure, fantasy",Movie,1,5.88,347
7248,top wo nerae gunbuster specials,"mecha, space",Special,3,5.88,3095
1076,wizardry,"action, adventure, fantasy",OVA,1,5.88,991
1692,summer,"drama, harem, romance",OVA,2,5.88,7051
3843,ali baba to 40hiki no touzoku,"action, fantasy",Movie,1,5.87,602
1586,aoi umi no tristia,"adventure, mecha",OVA,2,5.87,2279
4908,bihada ichizoku,"drama, parody, shoujo",TV,12,5.87,2777
30199,hakimono to kasa no monogatari,music,Music,1,5.87,108
8920,inuki kanako zekkyou collection gakkou ga kowai,horror,OVA,1,5.87,418
12723,loupsgarous pilot,"mystery, scifi, thriller",Special,1,5.87,622
8231,princess lover magical knight mariachan,"magic, parody",Special,6,5.87,5960
12907,sekiei ayakashi mangatan,"fantasy, historical, supernatural",ONA,3,5.87,2615
21773,sugarsoldier,shoujo,Special,3,5.87,6738
5372,aura battler dunbine ova,"adventure, mecha, scifi",OVA,3,5.86,972
30091,chaos dragon sekiryuu seneki,"action, fantasy, supernatural",TV,12,5.86,62257
33771,cheating craft,"action, comedy, school",TV,12,5.86,23469
1992,chou kousoku gran doll,"action, comedy, mecha, school",OVA,3,5.86,837
9502,egao no hana,music,Music,1,5.86,670
23259,gundam g no reconguista,"action, mecha, scifi, space",TV,26,5.86,16538
31769,kojiki hyuugahen,historical,Movie,1,5.86,148
2278,mahou yuugi 3d,"comedy, magic",OVA,1,5.86,1148
6907,mikanseijin,comedy,TV,26,5.86,258
20667,mobile suit gundam zeonic front  indignation of zeon,"mecha, military",Special,1,5.86,785
3328,school days magical heart kokorochan,"comedy, ecchi, magic",OVA,1,5.86,28812
23595,seihou tenshi angel links special,"comedy, scifi, space",Special,1,5.86,310
21009,sekai de ichiban tsuyoku naritai specials,"action, ecchi, sports",Special,6,5.86,3712
28631,studio khara vs cyberconnect2 gachinko animation taiketsu,action,ONA,2,5.86,217
6607,superflat first love,"adventure, fantasy",Special,1,5.86,2433
21775,yugamikun ni wa tomodachi ga inai,"comedy, romance, school, slice of life",ONA,2,5.86,858
3430,blame prologue,"action, mecha, scifi",OVA,2,5.85,4703
29585,chikotan,"music, psychological",Movie,1,5.87,145
17267,futari wa milky holmes,"comedy, mystery, super power",TV,12,5.85,6303
1933,growlanser iv wayfarer of the time,action,OVA,1,5.85,931
10958,high score,"comedy, shoujo",TV,8,5.85,4894
31300,irodorimidori change our mirai,music,Music,1,5.85,721
1271,kyoukasho ni nai,"comedy, ecchi",OVA,2,5.85,2237
21421,mahou shoujo taisen,magic,TV,26,5.85,12783
15937,monster farm 5 circus caravan ova  kessei orcoro circus,"action, fantasy, shounen",OVA,1,5.85,302
9826,okubyou na venus,music,OVA,1,5.85,223
4103,oval x over,cars,OVA,1,5.85,557
3736,parappa the rapper,"comedy, fantasy",TV,30,5.85,1199
23029,popful mail,"comedy, fantasy, music",Music,1,5.85,166
3821,portable kuukou,"music, scifi",Music,1,5.85,1515
2522,rakushou hyper doll,"adventure, comedy, magic, scifi, shounen",OVA,2,5.85,937
2311,shounen kenya,adventure,Movie,1,5.85,816
31073,show by rock plasmagica na gogo,comedy,ONA,3,5.85,469
1766,youseiki suikoden,"action, fantasy, martial arts",OVA,1,5.85,1240
10813,alps no shoujo heidi pilot,"comedy, drama, slice of life",Special,1,5.84,419
16169,choboraunyopomi gekijou ai mai mii,"comedy, slice of life",TV,13,5.83,16846
4967,choujin locke mirror ring,"action, scifi, super power",OVA,1,5.84,391
30967,chuumon no ooi ryouriten 1993,"fantasy, horror, supernatural",Movie,1,5.83,238
31157,classicaloid,"comedy, music",TV,25,5.84,11717
31467,grendizer giga,"action, mecha",ONA,1,5.84,207
2876,hoshi no orpheus,"fantasy, kids",Movie,1,5.84,310
17387,imokawa mukuzo genkanban no maki,comedy,Movie,1,5.83,208
5878,love position halley densetsu,"fantasy, scifi",OVA,1,5.84,398
4104,mini moni the tv,comedy,TV,15,5.84,273
4929,next senki ehrgeiz,"action, mecha, scifi",TV,12,5.84,472
33213,onizushi,"comedy, demons",ONA,3,5.84,153
6513,ravex in tezuka world,"music, space",OVA,1,5.84,620
15127,sakura taisen kanadegumi,shoujo,OVA,1,5.84,1630
10373,soul link picture drama,"romance, scifi",Special,3,5.84,603
4718,aika special trial,ecchi,Special,1,5.83,4116
281,akane maniax,"comedy, mecha, romance",OVA,3,5.83,13988
11087,awake,"action, mecha, parody, scifi",Special,2,5.83,276
13041,battle break,"action, kids",ONA,1,5.83,189
3625,battle royal high school,"action, horror, martial arts, super power, supernatural",OVA,1,5.83,2899
13407,doudou,fantasy,OVA,2,5.83,234
8554,hashire melos,"drama, historical",Special,1,5.83,338
13249,lupin viii,"adventure, comedy, shounen",Special,1,5.83,1166
33549,mamemofu collab animation,comedy,ONA,1,5.83,119
21427,minna atsumare falcom gakuen,"comedy, parody, school, seinen",TV,13,5.83,3175
1936,misutenaide daisy,"comedy, romance, scifi",TV,12,5.83,720
3496,ougon no hou el cantare no rekishikan,"fantasy, historical",Movie,1,5.83,308
31549,peeping life tv season 1,"comedy, slice of life",TV,12,5.83,1573
21771,romantica clock,shoujo,Special,3,5.83,8491
16247,satsujin kippu wa heartiro,"mystery, shoujo",OVA,1,5.83,209
32564,tokiwa kitareri,"action, magic, shounen",Special,1,5.83,176
30920,utopa,scifi,Movie,1,5.83,590
5232,band of ninja,action,Movie,1,5.82,748
10375,denshinbashira no okaasan,drama,Movie,1,5.82,224
4147,doggy poo,"fantasy, kids",Movie,1,5.82,2212
21821,fuuun ishin daishogun,"action, historical, mecha",TV,12,5.82,15758
9053,ice movie,"action, military, scifi",Movie,1,5.82,804
13309,kyoto animation hoshihen,fantasy,Special,1,5.82,2295
33274,onara gorou,comedy,TV,13,5.82,5117
13427,pes peace eco smile,"slice of life, space",ONA,7,5.82,2487
611,platonic chain,"scifi, slice of life",TV,24,5.82,1091
16251,shinkai no kantai submarine 707,"action, adventure, military, scifi",OVA,1,5.82,299
6038,transformers zone,"mecha, scifi",OVA,1,5.82,791
1183,variable geo,"action, ecchi, martial arts, shounen, super power",OVA,3,5.82,1999
1442,alexander senki,"action, adventure, fantasy, historical, scifi, supernatural",TV,13,5.81,4014
16936,boku no imouto wa quotosaka okanquot haishin gentei osaka okan,comedy,ONA,1,5.81,2738
695,canvas sepiairo no motif,"comedy, romance, slice of life",OVA,2,5.81,5464
9629,cyborg 009 the reopening,"action, adventure, mecha, scifi, shounen",Special,1,5.81,971
17513,diabolik lovers,"harem, school, shoujo, vampire",TV,12,5.81,107960
11511,evidence,music,Music,1,5.81,705
25943,hacka doll,fantasy,Special,2,5.81,2961
8659,i039m here with you,"kids, music",Music,1,5.81,327
1831,iczergirl iczelion,"action, adventure, scifi",OVA,2,5.81,1194
31310,ishikeri,comedy,Movie,1,5.81,207
6266,joseito,"drama, school, slice of life",OVA,1,5.81,774
31377,kataribe shoujo honoka,"slice of life, supernatural",ONA,1,5.81,241
1058,kidou shinsengumi moeyo ken,"adventure, comedy, historical",OVA,4,5.81,1114
2078,landlock,"adventure, fantasy, scifi",OVA,2,5.81,965
21715,makkuramori no uta,music,Music,1,5.81,117
625,moekan the animation,"comedy, romance",OVA,3,5.81,1859
619,ninja ryuukenden,"adventure, demons, drama, scifi, shounen, supernatural, thriller",OVA,1,5.81,2281
2767,taneyamagahara no yoru,"fantasy, kids, psychological, slice of life",Movie,1,5.81,2428
6947,uchurei,"comedy, scifi, slice of life",TV,12,5.81,864
1411,vs knight lamune amp 40 fresh,"adventure, comedy, ecchi, mecha, scifi, space",OVA,6,5.81,1381
5330,alice in cyberland,action,OVA,1,5.8,605
